event_id,frame,t_s,x_px,y_px,x_mm,y_mm,speed_px_s,speed_mm_s,event_type
1,2,0.08,601.953857421875,36.68523406982422,443.9187739099373,27.054007426124052,0.0,0.0,low_speed_candidate
2,16,0.64,603.8470458984375,31.062641143798828,445.31493060356746,22.907552465928337,0.0,0.0,low_speed_candidate
3,33,1.32,293.6631591796875,199.4406555175781,216.56575160743915,147.08012943774196,9.382914788357478,6.919553678729703,low_speed_candidate
4,45,1.8,305.4458251953125,221.60494689941407,225.25503332987648,163.42547706446464,10.919762867669144,8.052922468782555,low_speed_candidate
5,59,2.36,284.017919921875,196.71421508789064,209.45274330521752,145.06948015331167,11.039133981989176,8.140954264003817,low_speed_candidate
6,74,2.96,294.97821044921875,83.61132507324218,217.5355534286274,61.6602692280547,18.983719340038277,13.999793023627047,low_speed_candidate
7,88,3.52,267.36777954101564,182.34812622070316,197.17387871756313,134.47501933680172,10.90851530266133,8.044627804322515,low_speed_candidate
8,111,4.44,289.8968139648438,75.5224838256836,213.78821088852783,55.69504706908819,34.466064761847484,25.417451889268055,low_speed_candidate
9,134,5.36,302.0224609375,-46.43415069580078,222.73042841998523,-34.24347396445485,0.0,0.0,low_speed_candidate
10,153,6.12,354.2422302246094,265.97088012695315,261.24058276151135,196.14371690778253,20.93560210264719,15.439234588972854,low_speed_candidate
11,173,6.92,294.8058837890625,199.82321166992188,217.40846887099002,147.36225049404268,24.06064307929284,17.743837079124514,low_speed_candidate
12,190,7.6,327.5007568359375,278.730078125,241.5197321798949,205.5531549594395,12.108092720834636,8.929271918019642,low_speed_candidate
13,208,8.32,292.93267211914065,181.7267822265625,216.02704433564944,134.01680105203724,24.99599803105285,18.433626866558146,low_speed_candidate
14,231,9.24,293.3321899414062,274.173486328125,216.32167399808716,202.19283652516594,25.654277843709476,18.91908395553796,low_speed_candidate
15,241,9.64,304.1081909179687,185.3930511474609,224.26857737313327,136.72053919429268,33.08416920469444,24.398354870718613,low_speed_candidate
16,251,10.04,287.81561889648435,204.62348937988284,212.2534062658439,150.9022783037484,17.100959372700093,12.611326971017766,low_speed_candidate
17,279,11.16,307.860693359375,182.27232666015624,227.0359095570612,134.41911995586742,48.45355368525143,35.732709207412555,low_speed_candidate
18,302,12.08,343.1861877441406,297.91046142578125,253.0871591033485,219.69798040249353,22.879919544867903,16.8730970094896,low_speed_candidate
19,311,12.44,336.07610473632815,302.404541015625,247.84373505628918,223.01219838910396,40.38325524314571,29.781161683735775,low_speed_candidate
20,327,13.08,302.8471252441406,205.3725067138672,223.3385879381568,151.4546509689286,18.531957826371716,13.666635565170882,low_speed_candidate
21,346,13.84,306.2918640136719,307.7214599609375,225.8789557622949,226.9332300596884,31.382590611702792,23.14350340096076,low_speed_candidate
22,365,14.6,259.81853637695315,191.8297302246094,191.6065902484905,141.46735267301577,9.601047979320692,7.08041886380582,low_speed_candidate
23,376,15.04,270.6322814941406,195.9301605224609,199.5813285355019,144.4912688218738,20.11417951595029,14.833465719727352,low_speed_candidate
24,398,15.92,374.2416076660156,329.32623291015625,275.9893861843773,242.86595347356655,49.2071155882908,36.288433324698225,low_speed_candidate
25,413,16.52,290.9909729003906,225.97644958496093,214.59511275840015,166.64929910395347,29.107358544223334,21.465603646182398,low_speed_candidate
26,422,16.88,301.77882080078126,218.1000183105469,222.55075280293602,160.84072146795492,10.491147812822282,7.736834670222922,low_speed_candidate
27,442,17.68,345.6302429199219,325.7875610351563,254.8895596754586,240.25631344775536,48.44900314769339,35.72935335375618,low_speed_candidate
28,460,18.4,315.7753051757812,191.28408508300785,232.8726439349419,141.06495950074324,37.59976069154404,27.72843708815932,low_speed_candidate
29,470,18.8,315.01854248046874,218.62810974121092,232.3145593513781,161.23016942567176,5.586307358022001,4.119695691756638,low_speed_candidate
30,491,19.64,307.79087524414064,339.56354370117185,226.98442127149013,250.41559269997921,21.14883516374073,15.596486108953341,low_speed_candidate
31,503,20.12,295.027734375,274.7845825195312,217.5720754977876,202.6434974332826,29.460002694729496,21.725665704077798,low_speed_candidate
32,636,25.44,343.9311950683594,329.2685546875,253.63657453418833,242.82341791113566,35.56919330636048,26.230968515015103,low_speed_candidate
33,678,27.12,426.2369323730469,172.10353088378906,314.33402092407584,126.9200080263931,37.94811476365984,27.98533537143056,low_speed_candidate
34,696,27.84,433.93792724609375,61.2294921875,320.01322068295997,45.15449276364306,0.0,0.0,low_speed_candidate
35,709,28.36,550.5615234375,28.536895751953125,406.0188225940265,21.044908371646844,10.858490968775364,8.007736702636699,low_speed_candidate
36,719,28.76,546.78798828125,34.4059196472168,403.23597955844394,25.373097084968137,12.717557723115554,9.378729884303505,low_speed_candidate
37,729,29.16,544.87890625,35.72767944335938,401.82810195427726,26.34784619716768,1.603266345683061,1.1823498124506349,low_speed_candidate
